Waktu Pesanan Dibuat,Jumlah,Returned Quantity,Total Pembayaran,Total Diskon,Ongkos Kirim Dibayar oleh Pembeli,Jumlah Terjual Bersih,Weekend
2024-12-14,0,0,0,0.0,0.0,0,0.0
2024-12-15,0,0,0,0.0,0.0,0,0.0
2024-12-16,0,0,0,0.0,0.0,0,0.0
2024-12-17,0,0,0,0.0,0.0,0,0.0
2024-12-18,0,0,0,0.0,0.0,0,0.0
2024-12-19,0,0,0,0.0,0.0,0,0.0
2024-12-20,0,0,0,0.0,0.0,0,0.0
2024-12-21,0,0,0,0.0,0.0,0,0.0
2024-12-22,0,0,0,0.0,0.0,0,0.0
2024-12-23,0,0,0,0.0,0.0,0,0.0
2024-12-24,0,0,0,0.0,0.0,0,0.0
2024-12-25,0,0,0,0.0,0.0,0,0.0
2024-12-26,0,0,0,0.0,0.0,0,0.0
2024-12-27,0,0,0,0.0,0.0,0,0.0
2024-12-28,0,0,0,0.0,0.0,0,0.0
2024-12-29,0,0,0,0.0,0.0,0,0.0
2024-12-30,0,0,0,0.0,0.0,0,0.0
2024-12-31,0,0,0,0.0,0.0,0,0.0
2025-01-01,1,0,16958,0.0,0.0,1,0.0
2025-01-02,0,0,0,0.0,0.0,0,0.0
2025-01-03,0,0,0,0.0,0.0,0,0.0
2025-01-04,6,0,483193,0.0,2000.0,6,1.0
2025-01-05,0,0,0,0.0,0.0,0,0.0
2025-01-06,1,0,40360,0.0,0.0,1,0.0
2025-01-07,4,1,256364,0.0,15900.0,3,0.0
2025-01-08,2,0,85900,0.0,0.0,2,0.0
2025-01-09,5,0,188058,0.0,18000.0,5,0.0
2025-01-10,1,0,106667,0.0,10000.0,1,0.0
2025-01-11,1,0,60000,0.0,16000.0,1,1.0
2025-01-12,6,0,143288,0.0,0.0,6,1.0
2025-01-13,1,0,173900,0.0,0.0,1,0.0
2025-01-14,3,0,145990,0.0,16500.0,3,0.0
2025-01-15,4,0,280512,0.0,15300.0,4,0.0
2025-01-16,4,0,540291,0.0,26900.0,4,0.0
2025-01-17,0,0,0,0.0,0.0,0,0.0
2025-01-18,0,0,0,0.0,0.0,0,0.0
2025-01-19,9,0,526720,0.0,53000.0,9,1.0
2025-01-20,2,0,187318,0.0,21000.0,2,0.0
2025-01-21,2,0,100364,0.0,200000.0,2,0.0
2025-01-22,2,0,122713,0.0,17500.0,2,0.0
2025-01-23,2,0,90200,0.0,800000.0,2,0.0
